Warehouse_ID,Location,Current_Stock,Demand_Forecast,Lead_Time_Days,Shipping_Time_Days,Order_delay,Stockout_Risk,Operational_Cost,Supplier_ID,Product_Category,Monthly_Sales,Order_Processing_Time,Return_Rate,Customer_Rating,Warehouse_Capacity,Storage_Cost,Transportation_Cost,Backorder_Quantity,Damaged_Goods,Employee_Count,Sales_Per_Employee,Required_Employees,Employee_Gap,Total_Cost,profit,Inventory_Gap,Optimized_Stock,Need_Emp_Shifting,Cost_Per_Sale,Revenue
WH124,New York,1340,2971,6,2,8,25,79393,S819,Automotive,7574.507813,1.06,7.4,4,33504,9168,1607,140,20,12,489.5,67,55,10775,99073.24586,1631,2971,15,10.48160514,109848.2459
WH092(1),Dallas,468,216,3,3,6,9,73884,S970,Automotive,3792,2.22,2.2,4.9,32410,16534,12558,61,19,34,111.5294118,33,-1,29092,25900.95249,-252,468,0,19.48417722,54992.95249
WH484,Los Angeles,3743,410,5,1,6,23,81031,S376,Groceries,1897,0.64,0.6,1.8,48044,14036,11150,278,9,22,86.22727273,17,-5,25186,2324.978607,-3333,3743,0,42.71534001,27510.97861
WH264(2),Atlanta,1903,1773,5,1,6,16,54060,S276,Apparel,3823,0.65,9.6,3.1,49681,7521,4161,287,5,31,241.9230769,34,3,11682,43760.52568,-130,1903,0,14.14072718,55442.52568
WH009(1),New York,2289,512,4,2,6,13,67329,S104,Electronics,4206,4.41,9.6,3.1,42346,16029,6976,229,10,13,336.48,37,24,23005,37991.9299,-1777,2289,0,16.00784593,60996.9299
WH366,Dallas,1217,564,2,4,6,15,64548,S783,Furniture,6930,1.29,4.6,2,33642,13415,14962,40,1,85,81.52941176,61,-24,28377,72124.36096,-653,1217,0,9.314285714,100501.361
WH456(1),Miami,2226,2003,5,2,7,10,71826,S686,Groceries,4714,0.52,1.8,3.7,19710,9717,12407,88,9,18,269.3428571,42,24,22124,46240.12923,-223,2226,0,15.23674162,68364.12923
WH192,Los Angeles,2980,5034,5,1,6,5,72538,S293,Furniture,9550.976563,4.92,6.9,4,11351,16209,912,173,1,5,1479.4,84,79,17121,121390.709,2054,5034,19,7.594825464,138511.709
WH223(2),Los Angeles,309,466,5,1,6,22,88519,S930,Automotive,4349,4.74,7,3.1,49802,1114,7525,1,4,35,126.0277778,38,3,8639,54431.76751,157,466,0,20.35387445,63070.76751
WH426(2),Atlanta,1499,329,5,1,6,19,43957,S712,Automotive,7485.28125,4.56,9.8,5,12946,14139,7731,161,38,40,229.6666667,66,26,21870,86684.25005,-1170,1499,28,5.872458032,108554.25
WH009(2),New York,2288,512,4,2,6,8,30780,S217,Apparel,4659.46875,4.65,8.7,2.4,24801,15966,14405,135,29,12,145.0909091,41,29,30371,37202.29737,-1776,2288,4,6.605903302,67573.29737
WH473(1),Miami,1761,359,5,1,6,5,35991,S384,Electronics,4409,3.97,3.8,1.5,47108,2831,5140,173,9,37,120.7945205,39,2,7971,55969.90916,-1402,1761,0,8.163075527,63940.90916
WH290,New York,1498,3928,3,3,6,22,73515,S827,Apparel,8378.078125,3.23,7.8,2.9,27015,17774,1468,215,10,57,103.2280702,74,17,19242,102259.9125,2430,3928,22,8.774685423,121501.9125
WH125,Seattle,1085,3932,2,1,3,10,31964,S539,Electronics,8843.546875,4.53,1,4.9,34914,15079,12423,271,13,41,143.804878,78,37,27502,100750.3083,2847,3932,26,3.614386903,128252.3083
WH330,Houston,4556,3161,3,3,6,5,51674,S612,Automotive,5683,0.58,9.4,2,48929,3405,14853,112,6,12,473.5833333,50,38,18258,64158.91693,-1395,4556,0,9.092732712,82416.91693
WH258(2),Miami,508,2031,3,3,6,16,72802,S679,Apparel,5891.242188,4.22,1.3,2.2,35073,5339,9222,241,25,36,45.28985507,52,16,14561,70875.92029,1523,2031,17,12.35766544,85436.92029
WH060(1),Chicago,1956,650,4,3,7,17,37255,S713,Automotive,4659,3.36,3.8,4.6,18379,5090,5452,224,37,41,113.6219512,41,0,10542,57024.49938,-1306,1956,0,7.996351148,67566.49938
WH401,Seattle,3759,1018,3,3,6,17,60495,S810,Apparel,6247,4.66,9.7,1.8,41287,4925,11217,124,40,98,63.74489796,55,-43,16142,74454.24848,-2741,3759,0,9.683848247,90596.24848
WH112(2),Chicago,1560,2347,4,2,6,24,96271,S136,Groceries,6079.609375,0.69,7.6,3.4,43037,11793,3716,73,18,13,17.25806452,54,41,15509,72659.68922,787,2347,18,15.83506342,88168.68922
WH353,Atlanta,1817,5158,7,3,10,18,80216,S968,Groceries,9375.015625,3.47,6.4,4.4,39379,8720,13741,158,11,96,62.22916667,83,-13,22461,113498.8599,3341,5158,30,8.556359073,135959.8599
WH141(1),Denver,490,1035,4,2,6,18,96843,S119,Automotive,5213.671875,4.04,5.6,2,15824,10856,12927,70,41,26,156.9038462,46,20,23783,51827.55109,545,1035,10,18.57481681,75610.55109
WH174(1),Los Angeles,1386,2271,5,1,6,8,89581,S508,Electronics,6172.875,1.28,7,4.1,45941,17813,9555,190,34,46,95.79120879,54,8,27368,62153.26097,885,2271,16,14.51203856,89521.26097
WH205(2),San Francisco,2427,2277,3,3,6,17,85331,S395,Apparel,6078.976563,3.4,5,4.5,37204,7396,11618,129,33,34,49.52941176,54,20,19014,69145.51195,-150,2427,19,14.03706679,88159.51195
WH458(1),Dallas,1478,296,4,2,6,11,68101,S816,Apparel,4415,3.31,5.9,3.9,34314,19128,9077,197,37,37,120.9452055,39,2,28205,35822.92333,-1182,1478,0,15.42491506,64027.92333
WH362(1),San Francisco,553,747,2,4,6,16,86457,S396,Automotive,4632.46875,1.32,1.5,1.4,44544,4098,7715,131,3,11,379.8636364,41,30,11813,55368.73362,194,747,4,18.66326675,67181.73362
WH472(1),New York,2034,1189,3,4,7,8,55131,S214,Automotive,4142,2.69,7.8,1.7,40549,17999,12708,226,12,23,180.0869565,37,14,30707,29361.7788,-845,2034,0,13.3102366,60068.7788
WH315(1),Los Angeles,1127,1204,4,2,6,5,78804,S722,Furniture,4996.734375,3.94,1.6,4.1,17822,14959,4780,61,42,37,128.9054054,44,7,19739,52725.44517,77,1204,2,15.7711005,72464.44517
WH442(2),Chicago,272,2276,4,1,5,25,80079,S187,Electronics,6467.507813,3.3,9.6,4.1,25046,18888,9374,172,19,23,52.5862069,57,34,28262,65532.13235,2004,2276,15,12.38173997,93794.13235
WH054(1),Atlanta,1339,2259,4,3,7,15,88414,S924,Electronics,6126.242188,2.5,5.4,2,13407,19481,4614,228,3,47,90.30107527,54,7,24095,64749.9751,920,2259,17,14.43201188,88844.9751
WH286(2),Denver,2276,1051,5,1,6,21,45378,S498,Automotive,6697.8125,0.83,2.2,1.4,33922,7619,14413,298,13,49,197.1304348,59,10,22032,75102.09404,-1225,2276,24,6.775047823,97134.09404
WH456(2),Miami,2225,2002,4,1,5,13,48320,S782,Furniture,9020.953125,2.56,9.6,4.4,46938,13318,3878,127,50,17,80.2173913,80,63,17196,113629.1178,-223,2225,38,5.356418477,130825.1178
WH225(1),San Francisco,1169,1492,3,3,6,16,99158,S273,Furniture,5571.203125,3.9,7.3,1.8,49023,13849,14520,249,8,32,152.84375,49,17,28369,52426.59831,323,1492,6,17.79830995,80795.59831
WH473(2),Miami,1761,358,5,1,6,20,66747,S595,Apparel,4635.734375,4.72,7.9,4.4,39899,19918,1522,149,7,36,193.6666667,41,5,21440,45789.09289,-1403,1761,2,14.39836595,67229.09289
WH349,Los Angeles,2308,724,5,1,6,16,92173,S273,Electronics,3727,4.9,10,2.9,49852,12760,11568,240,36,31,120.2258065,33,2,24328,29722.29903,-1584,2308,0,24.73115106,54050.29903
WH030(1),New York,1965,599,5,1,6,13,66480,S123,Apparel,4724,2.58,8.3,3.6,36144,3341,6868,214,36,17,277.8823529,42,25,10209,58300.15284,-1366,1965,0,14.07281964,68509.15284
WH032(1),Atlanta,1552,740,4,2,6,13,79160,S386,Furniture,4626,3.03,8.2,1.1,19103,7872,1947,131,0,7,660.8571429,41,34,9819,57268.92147,-812,1552,0,17.11197579,67087.92147
WH075,Houston,2578,4206,2,4,6,8,73583,S771,Furniture,7671.507813,4.52,7.4,4.2,47323,11323,11581,153,11,79,75.58227848,68,-11,22904,88350.97486,1628,4206,15,9.591725877,111254.9749
WH420,Houston,778,4266,6,5,11,18,36339,S645,Furniture,9543.382813,1.77,3.2,1.6,33230,18911,2535,291,15,69,87.37681159,84,15,21446,116955.5817,3488,4266,31,3.80776929,138401.5817
WH183,Miami,3442,3997,3,3,6,18,34794,S121,Electronics,6569.835938,2.65,7,3.8,47664,5117,8157,28,26,54,111.1666667,58,4,13274,82004.13175,555,3997,5,5.29602266,95278.13175
WH426(1),Atlanta,1499,329,5,1,6,19,43556,S375,Electronics,4311,2.47,7.9,4.3,37264,13469,6482,52,15,40,107.775,38,-2,19951,42568.67779,-1170,1499,0,10.10345627,62519.67779
WH022,Dallas,785,3253,5,7,12,10,48656,S464,Electronics,8561.078125,3.04,2.1,1.1,12450,2415,6527,135,16,76,79.82894737,76,0,8942,115213.8446,2468,3253,22,5.68339633,124155.8446
WH128(2),Seattle,705,1058,4,2,6,11,98150,S955,Apparel,3959,4.34,3.7,2.7,32555,4215,6391,48,50,16,51.16666667,35,19,10606,46808.84676,353,1058,0,24.79161404,57414.84676
WH178,Atlanta,1055,3915,9,1,10,16,93626,S917,Automotive,9024.546875,1.38,3.2,2.6,13099,12517,8893,283,37,99,61.38383838,80,-19,21410,109467.2356,2860,3915,26,10.37459291,130877.2356
WH280(2),San Francisco,1682,1609,5,1,6,6,48757,S710,Furniture,3904,2.46,0.7,1.4,28549,16441,14887,113,10,35,109.2222222,34,-1,31328,25289.21691,-73,1682,0,12.48898566,56617.21691
WH269,Los Angeles,1403,4806,3,2,5,20,86006,S571,Apparel,9593.382813,4.24,5.9,3.8,38733,16907,4024,274,14,31,196.0967742,85,54,20931,118195.6997,3403,4806,31,8.965137917,139126.6997
WH341,Houston,3722,1745,4,2,6,10,67201,S361,Electronics,3781,3.84,4.8,4.8,13998,15719,12369,91,15,27,140.037037,33,6,28088,26745.42652,-1977,3722,0,17.77334039,54833.42652
WH031(1),San Francisco,672,424,5,1,6,12,64407,S690,Groceries,4813,0.57,7.7,2.5,46795,10723,4060,2,31,10,506.5789474,42,32,14783,55016.86296,-248,672,0,13.3818824,69799.86296
WH223(1),Los Angeles,309,466,5,1,6,11,36651,S591,Groceries,4689.101563,4.45,2.7,2.4,38504,13484,1670,120,40,35,124.2571429,41,6,15154,52849.04311,157,466,3,7.816209462,68003.04311
WH054(2),Atlanta,1338,2258,3,2,5,6,79701,S820,Groceries,5786.140625,4.82,9.6,4.2,46394,19151,559,103,31,46,60.03703704,51,5,19710,64202.6995,920,2258,14,13.77446646,83912.6995
WH078,San Francisco,2466,2107,4,2,6,8,99202,S436,Groceries,1248,1.65,8.6,2.1,49895,11376,4433,42,14,46,27.13043478,11,-35,15809,2289.94639,-359,2466,0,79.48878205,18098.94639
WH183,Houston,4448,2335,5,1,6,13,90309,S518,Electronics,5763,4.66,7.2,4,30810,8728,14870,138,17,7,823.2857143,51,44,23598,59979.10581,-2113,4448,0,15.67048412,83577.10581
WH347(2),Atlanta,642,2120,4,2,6,24,42372,S372,Furniture,4086,1.54,2.3,1.2,13306,18195,9484,63,4,5,76.3220339,36,31,27679,31577.64659,1478,2120,0,10.37004405,59256.64659
WH080,Seattle,4039,1966,5,1,6,16,82812,S892,Furniture,3353,1.62,4.8,1.2,17616,15539,4666,55,30,40,83.825,30,-10,20205,28421.41606,-2073,4039,0,24.69788249,48626.41606
WH442(1),Chicago,272,2277,5,2,7,20,59227,S407,Groceries,8849.21875,1.78,8.2,1.9,11085,14270,6211,275,50,23,207.2826087,78,55,20481,107853.5639,2005,2277,36,6.692907213,128334.5639
WH472(2),New York,2033,1189,2,3,5,18,79114,S637,Automotive,5842.507813,4.79,5,1.4,22704,4727,7642,15,36,23,18.38333333,52,29,12369,72361.1568,-844,2033,15,13.54110299,84730.1568
WH344(2),Denver,492,237,3,3,6,12,52305,S668,Apparel,5928.304688,3.94,3.9,4.6,17206,7229,10178,155,18,41,45.46153846,52,11,17407,68567.41404,-255,492,9,8.822927086,85974.41404
WH121,Dallas,3594,4135,5,1,6,19,82199,S237,Electronics,5669.835938,4.3,8.4,4.2,13566,12058,11764,185,24,18,283.5,50,32,23822,58404.00695,541,4135,5,14.49759762,82226.00695
WH088,Los Angeles,4772,1457,5,1,6,5,40177,S829,Groceries,5640,3.76,4.8,5,43571,13210,3013,192,9,47,120,50,3,16223,65570.31542,-3315,4772,0,7.12358156,81793.31542
WH060(2),Chicago,1955,649,3,2,5,6,34868,S995,Electronics,5224.835938,3.62,9.7,3,44883,12300,2152,88,45,41,50.03703704,46,5,14452,61320.45635,-1306,1955,5,6.67351098,75772.45635
WH399,Denver,4248,2155,2,4,6,22,52943,S685,Furniture,3942,4.41,3.9,3.6,14161,10536,6394,117,48,72,54.75,35,-37,16930,40238.30663,-2093,4248,0,13.43049214,57168.30663
WH101(1),Chicago,2465,1099,4,1,5,7,59285,S406,Apparel,3977,2.08,7,3.5,42598,7843,6764,159,21,9,467.8235294,35,26,14607,43068.88926,-1366,2465,0,14.90696505,57675.88926
WH196,Houston,4003,1225,2,3,5,12,75092,S336,Furniture,7111,1.3,3.9,1.5,14012,4592,3788,137,5,84,84.6547619,63,-21,8380,94746.28828,-2778,4003,0,10.5599775,103126.2883
WH313(2),Chicago,1104,805,1,3,4,10,88630,S566,Electronics,4175.367188,0.8,4.5,3.6,28749,10282,3061,207,38,44,33.93442623,37,-7,13343,47209.6818,-299,1104,1,21.22687563,60552.6818
WH375(2),New York,1166,1284,3,1,4,14,88732,S585,Groceries,4113,4.23,2.9,3.8,44144,14983,1982,110,22,16,46.625,36,20,16965,42683.21034,118,1284,0,21.57354729,59648.21034
WH233(2),Atlanta,2217,2498,4,1,5,23,33193,S810,Automotive,6419.140625,4.41,8.5,4.9,17790,17299,2291,64,4,38,122.2857143,57,19,19590,73502.69394,281,2498,14,5.170941398,93092.69394
WH192,San Francisco,1631,4816,7,2,9,10,97759,S187,Electronics,9382.648438,2.85,0.6,4.1,26153,11785,9870,23,1,78,78.14102564,83,5,21655,114415.5537,3185,4816,29,10.4191264,136070.5537
WH156(2),Los Angeles,1399,740,3,2,5,16,79668,S260,Groceries,4057,4.47,1.1,3,40101,5397,12018,49,25,40,30.9516129,36,-4,17415,41421.07813,-659,1399,0,19.63717032,58836.07813
WH093,Atlanta,1435,5167,5,3,8,18,53504,S868,Furniture,9892.117188,3.5,1.6,2.7,16295,3196,14151,114,44,13,473.1538462,87,74,17347,126112.0534,3732,5167,33,5.408751128,143459.0534
WH488,Denver,1769,2744,5,3,8,18,63690,S782,Apparel,7276.304688,2.83,3.2,3.2,18687,7616,14003,237,28,67,93.37313433,64,-3,21619,83904.59652,975,2744,9,8.753069413,105523.5965
WH092,New York,3321,3652,2,3,5,13,35784,S732,Groceries,5443.101563,4.48,2.2,1.1,40555,2353,10115,246,41,66,77.31818182,48,-18,12468,66469.82322,331,3652,3,6.574192965,78937.82322
WH375(1),New York,1166,1285,4,2,6,15,81666,S341,Apparel,4453.101563,2.32,2,4.1,45665,7809,1742,4,39,16,257.0625,39,23,9551,55029.48594,119,1285,3,18.3391281,64580.48594
WH362(2),San Francisco,552,747,2,3,5,10,39505,S122,Electronics,7352.28125,3.62,5.9,3.5,33050,6424,6198,97,42,11,243.3684211,65,54,12622,94003.43605,195,747,28,5.373162241,106625.436
WH491(1),Houston,283,2137,2,4,6,22,41020,S248,Groceries,8673.117188,2.28,3.1,4.6,28078,14358,9193,198,11,29,170.0689655,77,48,23551,102229.6755,1854,2137,33,4.729556757,125780.6755
WH224,New York,2460,509,4,1,5,18,51625,S634,Automotive,5160,3.23,3.5,1.8,25172,19245,13942,247,25,15,344,46,31,33187,41645.18219,-1951,2460,0,10.00484496,74832.18219
WH375(1),Denver,2496,1905,4,2,6,15,89876,S372,Automotive,3813,1.33,5.4,2.3,11753,1898,8285,120,49,26,146.6346154,34,8,10183,45114.50207,-591,2496,0,23.57094152,55297.50207
WH044(1),Miami,849,1650,2,3,5,17,87372,S501,Groceries,6168.507813,2.58,4.1,1.6,44716,6489,14212,47,31,15,297.8666667,54,39,20701,68756.92645,801,1650,15,14.16420351,89457.92645
WH156(1),Los Angeles,1399,741,3,2,5,23,30568,S920,Apparel,4058,4.89,6.8,2.3,22257,1110,5314,292,10,41,100.1851852,36,-5,6424,52426.58049,-658,1399,0,7.532774766,58850.58049
WH263,Los Angeles,2607,4256,3,2,5,13,94791,S892,Apparel,7889.507813,4.39,2.5,3.3,10928,15210,10826,137,1,37,167.2702703,70,33,26036,88380.48954,1649,4256,15,12.01481794,114416.4895
WH274(2),Los Angeles,2497,614,2,2,4,13,86732,S219,Automotive,4653.734375,3.43,5.4,2.3,10369,5264,2813,283,22,42,27.88372093,41,-1,8077,59413.13539,-1883,2497,2,18.63707574,67490.13539
WH425(1),Dallas,535,2334,3,3,6,15,94026,S466,Furniture,8315.75,3.5,9.1,4.3,29777,8675,5657,28,1,35,133.9285714,73,38,14332,106266.0076,1799,2334,32,11.30697772,120598.0076
WH185,Atlanta,4025,1348,3,2,5,6,32278,S134,Automotive,2457,0.72,6.9,1.2,22903,1778,4901,249,5,46,53.41304348,22,-24,6679,28953.30071,-2677,4025,0,13.13715914,35632.30071
WH039,New York,4625,2143,4,1,5,19,77994,S711,Groceries,6810,3.74,9.4,4.3,37574,5501,11572,20,2,18,378.3333333,60,42,17073,81688.07766,-2482,4625,0,11.45286344,98761.07766
WH425(2),Dallas,535,2333,2,2,4,5,87939,S804,Apparel,4687,1.12,9.4,1.9,45518,13888,8672,264,41,35,46.77419355,41,6,22560,45412.56549,1798,2333,0,18.76232131,67972.56549
WH100(1),Los Angeles,930,2245,3,2,5,23,34451,S211,Groceries,7537.8125,0.51,3.2,1.1,29322,18781,7428,269,47,30,163.2881356,66,36,26209,83107.07719,1315,2245,24,4.570424112,109316.0772
WH032(2),Atlanta,1551,740,4,1,5,21,51273,S529,Automotive,8367.117188,4.74,4.4,3.7,42787,16048,12204,164,31,7,35.20454545,74,67,28252,93090.95306,-811,1551,33,6.127917041,121342.9531
WH037,Houston,1389,1881,3,2,5,17,48242,S860,Apparel,3235.835938,2.74,1.1,4.5,16071,5523,4816,2,45,18,148.2777778,29,11,10339,36588.26054,492,1881,5,14.90866686,46927.26054
WH344(2),Houston,1036,447,4,1,5,16,64265,S709,Furniture,4183.367188,3.67,2.6,3.4,44887,2797,9671,245,12,27,58.69014085,37,10,12468,48200.70069,-589,1036,1,15.36202708,60668.70069
WH218,Dallas,1856,4009,4,5,9,15,72564,S626,Electronics,8613.976563,4.12,9.1,2.3,23518,3828,8048,206,7,70,92.28571429,76,6,11876,113046.9968,2153,4009,19,8.423983914,124922.9968
WH251(1),Denver,1626,2055,5,1,6,23,31002,S244,Apparel,4716.9375,4.23,4.9,4.4,26329,2308,9978,268,34,42,90.71428571,42,0,12286,56120.72992,429,2055,8,6.572484795,68406.72992
WH076(2),Houston,1234,848,4,1,5,15,55720,S284,Groceries,5799.773438,3.47,3.2,3.8,46320,6255,7436,25,24,50,130.9310345,51,1,13691,70419.40747,-386,1234,13,9.607271836,84110.40747
WH458(2),Dallas,1478,295,3,2,5,21,76238,S963,Apparel,7474.914063,3.42,7.2,2.4,34918,2038,14626,258,46,36,68.91666667,66,30,16664,91739.90135,-1183,1478,27,10.1991808,108403.9014
WH315(2),Los Angeles,1126,1204,3,2,5,12,36291,S219,Groceries,7603.179688,1.79,4.7,1.7,16817,11598,10070,107,48,37,124.6486486,67,30,21668,88596.05573,78,1204,25,4.773134595,110264.0557
WH121(1),Dallas,2211,1608,2,3,5,19,51038,S596,Automotive,4455,1.7,7.9,4.6,31151,12442,3752,179,34,13,342.6923077,39,26,16194,48414.01776,-603,2211,0,11.45634119,64608.01776
WH030(2),New York,1965,598,5,0,5,17,52286,S612,Electronics,6311.140625,1.46,6.2,4.3,28836,18445,4379,142,10,17,18.70149254,56,39,22824,68702.43897,-1367,1965,14,8.284714778,91526.43897
WH313(1),Chicago,1104,805,2,4,6,11,34878,S612,Apparel,4062,1.42,3.4,1.4,23458,16194,1647,72,47,45,91.28089888,36,-9,17841,41067.58993,-299,1104,0,8.586410635,58908.58993
WH076(1),Houston,1234,848,4,1,5,17,73989,S635,Furniture,4327,1.41,9.6,3.6,20971,7064,8104,113,23,50,86.53,38,-12,15168,47583.71557,-386,1234,0,17.09937601,62751.71557
WH419(1),Seattle,2308,1384,4,2,6,14,57295,S112,Furniture,4809,2.38,4.4,3.8,28007,3193,9014,13,36,29,168.7368421,42,13,12207,57534.85352,-924,2308,0,11.91411936,69741.85352
WH371(2),Houston,464,1424,3,1,4,16,67320,S193,Groceries,4876.367188,2.88,5.7,1.9,35955,19702,9406,116,26,13,52.85714286,43,30,29108,41610.83678,960,1424,1,13.80535907,70718.83678
WH251(2),Denver,1626,2055,4,0,4,17,47222,S485,Groceries,3810,1.92,8.4,2.7,12761,2360,10103,53,2,42,403,34,-8,12463,42790.99499,429,2055,0,12.39422572,55253.99499
WH187(1),Dallas,1378,2220,2,3,5,16,91702,S674,Electronics,5557.507813,3.55,4.6,4.4,39303,5345,3013,126,33,43,90.74117647,49,6,8358,72238.98394,842,2220,15,16.5005616,80596.98394
WH315,Chicago,2679,2355,4,1,5,10,85536,S512,Apparel,5352,2.7,3.6,2.9,43969,17067,8262,60,47,33,162.1818182,47,14,25329,52287.63548,-324,2679,0,15.98206278,77616.63548
WH225(2),San Francisco,1169,1492,2,3,5,14,50857,S617,Apparel,7158.34375,2.52,1.9,4,35251,3425,7300,22,0,32,207.7692308,63,31,10725,93087.88443,323,1492,20,7.10457639,103812.8844
WH257,Houston,1169,3503,3,6,9,11,79946,S198,Electronics,9002.710938,2.17,5.7,4.3,35367,18442,6998,133,25,74,89.48648649,79,5,25440,105120.563,2334,3503,21,8.880214033,130560.563
WH270,Dallas,532,4281,8,4,12,11,87888,S184,Furniture,10498.48438,3.48,1.5,1.5,48750,18999,9465,279,8,53,125.3584906,93,40,28464,123788.8092,3749,4281,34,8.3714941,152252.8092
WH453,New York,1322,4183,5,2,7,13,73377,S434,Automotive,9657.546875,3.28,7,1.2,42688,4554,936,299,33,44,152.5,85,41,5490,134567.2301,2861,4183,26,7.597892192,140057.2301
WH375(2),Denver,2495,1905,3,1,4,13,77440,S744,Apparel,5399.140625,1.72,2.5,2,47706,3022,2563,120,14,26,35.24242424,48,22,5585,72715.28584,-590,2495,14,14.34302334,78300.28584
WH282(1),Chicago,729,461,3,2,5,6,56640,S997,Electronics,3859,0.73,4.7,2.4,14777,10811,5499,289,6,19,208.5675676,34,15,16310,39654.61067,-268,729,0,14.67737756,55964.61067
WH491(2),Houston,283,2137,1,3,4,25,52334,S260,Groceries,7539.445313,0.78,9.5,3.1,10338,6035,7781,294,36,29,51.65934066,67,38,13816,95523.75683,1854,2137,23,6.941359454,109339.7568
WH033,Miami,2300,1459,4,1,5,5,88472,S808,Electronics,2672,3.04,8.2,4.6,20247,12513,5813,145,41,59,45.28813559,24,-35,18326,20424.3083,-841,2300,0,33.11077844,38750.3083
WH174,Miami,1935,3684,2,2,4,7,37318,S161,Groceries,8632.875,4.03,4.2,3.1,19330,3636,5063,97,33,42,162.3571429,76,34,8699,116498.0688,1749,3684,16,4.322777754,125197.0688
WH482,Seattle,2343,1171,3,2,5,15,59904,S763,Electronics,7410,1.51,3.3,3.5,44472,7102,3547,246,1,67,110.5970149,65,-2,10649,96813.49419,-1172,2343,0,8.084210526,107462.4942
WH371(1),Houston,465,1425,4,2,6,15,87397,S391,Apparel,6690.242188,3.82,0.8,1.6,44786,16282,11137,124,1,14,352.8148148,59,45,27419,69605.30664,960,1425,17,13.06335369,97024.30664
WH344(1),Houston,1037,447,4,1,5,21,34990,S123,Furniture,4071,4.11,6.1,4.1,36001,1476,14534,262,3,28,148.0181818,36,8,16010,43029.11118,-590,1037,0,8.594939818,59039.11118
WH174(2),Los Angeles,1385,2271,5,0,5,8,99706,S219,Groceries,5151.570313,2.64,2.2,4.8,45610,12957,14529,270,5,45,79.28301887,45,0,27486,47223.93182,886,2271,7,19.35448688,74709.93182
WH233(1),Atlanta,2217,2499,4,1,5,20,65546,S355,Groceries,5398.835938,2.37,5.5,3,20120,5212,7969,97,18,39,125.5064935,48,9,13181,65114.86715,282,2499,5,12.1407653,78295.86715
WH225,San Francisco,1742,4542,4,1,5,12,98732,S504,Groceries,9853.179688,3.98,6.1,4.3,15069,12991,14155,176,12,75,93.58666667,87,12,27146,115748.3677,2800,4542,25,10.02031863,142894.3677
WH354,Los Angeles,2929,2193,4,1,5,23,93422,S519,Electronics,6796,2.45,4.9,1.4,12910,3528,10857,63,24,87,78.11494253,60,-27,14385,84173.0446,-736,2929,0,13.74661566,98558.0446
WH031(2),San Francisco,671,424,5,0,5,16,30515,S503,Groceries,8553.117188,1.41,2.7,2.3,39339,15148,14579,179,20,9,24.39240506,75,66,29727,94313.39218,-247,671,33,3.567705122,124040.3922
WH361(2),Seattle,1836,1326,3,2,5,14,60781,S565,Automotive,4553.734375,1.06,4.2,4.4,33682,14240,6406,0,41,46,14,40,-6,20646,45393.8993,-510,1836,2,13.34750668,66039.8993
WH039,Miami,874,3644,7,3,10,8,87744,S724,Furniture,9867.179688,2.7,7.3,1.3,11714,8626,3739,80,48,38,185.0789474,87,49,12365,130732.4008,2770,3644,25,8.892510604,143097.4008
WH361(1),Houston,1923,948,3,2,5,12,67556,S598,Electronics,4860,4.07,8.4,2.8,34874,14922,13314,126,11,49,100.1958763,43,-6,28236,42245.47392,-975,1923,0,13.90041152,70481.47392
WH145(2),Chicago,1107,1210,2,2,4,21,59432,S469,Automotive,6418.609375,2.43,7.7,5,13524,12644,3492,26,33,6,39.06756757,57,51,16136,76948.98956,103,1210,18,9.259326519,93084.98956
WH419(2),Seattle,2307,1383,3,1,4,12,64914,S345,Groceries,6622.875,3.19,2.5,4,43468,10594,5244,119,41,28,72.47169811,58,30,15838,80209.32338,-924,2307,16,9.801483495,96047.32338
WH141(2),Denver,490,1035,3,2,5,22,70908,S732,Electronics,7026.546875,2.31,8.1,2.9,28387,9132,14296,247,21,26,55.43333333,62,36,23428,78473.51859,545,1035,26,10.09144339,101901.5186
WH145(1),Chicago,1108,1211,3,3,6,6,50560,S392,Electronics,4605.734375,2.14,5.4,1.1,35201,12612,1619,187,47,6,729.75,41,35,14231,52563.02207,103,1211,2,10.97761961,66794.02207
WH274(1),Los Angeles,2497,614,3,3,6,6,70245,S740,Furniture,4428,1.84,9.8,2.6,30671,16446,1274,153,3,43,104.1764706,39,-4,17720,46496.45402,-1883,2497,0,15.86382114,64216.45402
WH319(1),New York,603,2059,3,2,5,24,55373,S952,Apparel,7884.546875,3.43,8.3,4.8,12227,16050,8770,250,39,21,240.8292683,70,49,24820,89524.54423,1456,2059,26,7.022978096,114344.5442
WH361(1),Seattle,1836,1326,3,2,5,13,63188,S383,Electronics,4328,4.24,6.9,4.1,40379,19104,11161,211,50,46,94.07608696,38,-8,30265,32501.21793,-510,1836,0,14.59981516,62766.21793
WH092(2),Dallas,468,215,2,3,5,8,45475,S955,Apparel,4585.570313,2.11,1.3,3.6,38735,11826,3479,122,47,34,145.4705882,40,6,15305,51196.59556,-253,468,7,9.91697802,66501.59556
WH397(1),Denver,2186,322,4,1,5,19,42195,S204,Automotive,4139,0.72,8.2,4.2,35116,18146,7702,35,40,20,206.95,37,17,25848,34177.27172,-1864,2186,0,10.19449142,60025.27172
WH157(1),Atlanta,1195,205,2,2,4,10,81644,S452,Apparel,4900,1.61,8.5,4.1,15979,9882,8995,33,45,15,337.9310345,43,28,18877,52184.56836,-990,1195,0,16.66204082,71061.56836
